시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
대산미술관,사립,경상남도 창원시 의창구 대산면 유등로369번길 14-8,경상남도 창원시 의창구 대산면 유등리 294-22,35.3449178,128.7442235,055-291-5237,대산미술관,www.daesanart.com,,09:00,18:00,09:00,18:00,매주 월요일,1000,1000,1000,,,,055-291-5237,창원시청 문화예술과,2018-06-30,5670000,경상남도 창원시,
삼육대학교 박물관,대학,서울특별시 노원구 화랑로 815,서울특별시 노원구 공릉동 26-21,37.6431424,127.1062512,02-3399-3636,삼육대학교,https://www.syu.ac.kr/web/kor/intro_g_11_01,,10:00,14:00,00:00,00:00,"주말, 법정공휴일 휴관",0,0,0,0,"삼육대학교박물관은 다양한 성경고고학 유물 및 성경 사본, 역본과 일반역사자료 전시를 통해 선조들의 삶을 보고 느낄 수 있는 공간이 되고자 합니다.",,02-3399-3065,삼육대학교,2018-10-22,3100000,서울특별시 노원구,
서울여자대학교 박물관,대학,서울특별시 노원구 화랑로 621,서울특별시 노원구 공릉동 126,37.6292222,127.0905514,02-970-5311,서울여자대학교,http://museum.swu.ac.kr/,,10:00,16:00,00:00,00:00,"주말, 법정공휴일 휴관",0,0,0,0,,,02-970-5311,서울여자대학교,2018-10-22,3100000,서울특별시 노원구,
인덕대학교 아정미술관,대학,서울특별시 노원구 초안산로 12,서울특별시 노원구 월계동 648,37.6313747,127.0555547,02-950-7331,인덕대학교,https://www.induk.ac.kr/KR/cms/CM_CN01_CON/index.do?MENU_SN=61,,10:00,17:00,00:00,00:00,"주말, 법정공휴일 휴관",0,0,0,0,"아정미술관은 서울시 2,3년제 대학 최초로 설립된 공인미술관(서울 제 28호)으로서 회화, 공예,디자인, 설치 작품 및 대학역사자료 약 200여점을 소장하고 있습니다. 상설전시실인 역사관에서는 박인덕선생의 유품과 인덕학원의 50년 역사자료를 지속적으로 수집, 보존, 연구, 전시하며 기획전시실인 미술관에서는 교수 및 학생들의 작품전시와 예술인들을 위한 초대전, 대관전, 특별전시를 기획, 운영하고 있습니다.",,02-950-7331,인덕대학교,2018-10-22,3100000,서울특별시 노원구,
서울과학기술대학교 미술관,대학,서울특별시 노원구 공릉로 232 서울과학기술대학교 다빈치관 216호 미술관,서울특별시 노원구 중계동 508,37.6393259,127.0676310,02-970-6215,서울과학기술대학교,http://art.seoultech.ac.kr/,,09:30,18:00,00:00,00:00,"토, 일요일, 개교기념일, 국정공휴일, 전시준비기간은 휴관",0,0,0,0,현대미술을 전시하여 학내구성원 및 지역주민들에게 문화향유의 기회를 제공하는  예술공간입니다.,,02-970-6215,서울과학기술대학교,2018-10-22,3100000,서울특별시 노원구,
검단선사박물관,공립,인천광역시 서구 고산후로121번길 7,인천광역시 서구 원당동 824-11,37.5943875,126.6986072,032-440-6790,검단선사박물관,http://sunsa.incheon.go.k,,09:00,18:00,09:00,18:00,"매주 월요일(단, 공휴일인 경우 제외), 공휴일 다음날, 1월1일",0,0,0,,"검단선사박물관은 검단, 원당, 동양, 불로지구 등 인천 서북부지역의 도시개발 진행 과정에서 발굴된 도토류, 골각류, 금속류, 옥석유리류 등의 선사시대유물을 전시하고 있으며, 청동기시대 집터 및 돌널무덤(석관묘)을 발굴 당시 모습 그대로 이전 설치하였습니다","인천 서구 원당사거리 하차, 간선버스 : 13번, 30번, 76번, 78번 일반버스 : 841번, 1002번 좌석버스 : 308번 광역버스 : 1100번, 1101번, 9802번 직행버스 : 1004번",032-440-6750,인천광역시립박물관,2018-02-22,6280000,인천광역시,
송암미술관,공립,인천광역시 미추홀구 비류대로55번길 68,인천광역시 미추홀구 학익동 587-145,37.4344389,126.6422065,032-440-6770,송암미술관,http://songam.incheon.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일(단, 공휴일인 경우 제외), 공휴일 다음날, 1월1일",0,0,0,,"송암미술관에는 고대부터 현대까지 서화, 조각, 공예, 도자기 등 전 시대와 장르를 망라하여 총 9천여 점이 넘는 유물이 소장되어 있으며, 상설전은 주요 유물 300여점이 정기적으로 교체 전시됩니다.","112번 송도고등학교 입구 하차(800m 도보 이용),  9, 111-2번 옥련여고 입구 하차(1,000m 도보 이용), 8, 16번 조개고개 하차(1,000m 도보 이용), 521번 경인방송국 하차(900m 도보 이용)",032-440-6750,인천광역시립박물관,2018-02-22,6280000,인천광역시,
한국이민사박물관,공립,인천광역시 중구 월미로 329,인천광역시 중구 북성동1가 102-2,37.4700955,126.600398,032-440-4710,한국이민사박물관,http://mkeh.incheon.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일(단, 공휴일인 경우 제외), 공휴일 다음날, 1월1일",0,0,0,,한국이민사박물관은 2003년 미주 이민 100주년을 맞아 우리 선조들의 해외에서의 개척자적인 삶을 기리고 그 발자취를 후손들에게 전 하기 위해 인천광역시 시민들과 해외동포들이 함께 뜻을 모아서 건립한 우리나라 최초의 이민사박물관입니다.,인천지하철 : 인천역 하차→ 버스 45번 승차→ 해사고등학교 앞 하차,032-440-6750,인천광역시립박물관,2018-02-22,6280000,인천광역시,
인천도시역사관,공립,인천광역시 연수구 인천타워대로 238,인천광역시 연수구 송도동 24-7,37.3928059,126.6358689,032-850-6180,인천도시역사관,http://compact.incheon.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일(단, 공휴일인 경우 제외), 공휴일 다음날, 1월1일",0,0,0,,인천도시역사관은 국내 및 해외 도시의 홍보관과 차별화된 전략으로 글로벌 도시 마케팅 개념을 적용하여 인천의 과거와 현재 그리고 미래를 한 눈에 볼 수 있는 전시관입니다.,"인천지하철 1호선 센트럴파크역 3번 출구, M6405번 광역버스(센트럴파크역 하차), 908번 급행버스(센트럴파크역 하차)",032-440-6750,인천광역시립박물관,2018-02-22,6280000,인천광역시,
인천광역시립박물관,공립,인천광역시 연수구 청량로160번길 26,인천광역시 연수구 옥련동 525,37.420575,126.653394,032-440-6750,인천광역시립박물관,http://museum.incheon.go.kr,,09:00,18:00,09:00,18:00,"매주 월요일(단, 공휴일인 경우 제외), 공휴일 다음날, 1월1일",0,0,0,,"인천광역시립박물관은 1946년 4월 개관한 우리나라 최초의 공립박물관으로 인천지역의 향토사와 문화유산을 조사, 연구하고 그 결과를 시민들에게 공개하여, 시민들을 위한 시민들의 공간으로 만들자는 취지로 설립되었습니다.","시내버스 8번, 16번,  65-1번, 523번(마을버스) 이용 축현초등학교 하차후 도보 5분",032-440-6750,인천광역시립박물관,2018-02-22,6280000,인천광역시,
우석헌자연사박물관,사립,경기도 남양주시 진접읍 금강로 1095,경기도 남양주시 진접읍 내각리 587,37.6980145,127.1608542,031-572-9555,우석헌자연사박물관,http://www.geomuseum.org,,10:00,17:00,10:00,17:00,"매주 일요일,월요일(월요일이 공휴일인 경우 개관)",5000,3000,3000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
남양주유기농박물관,공립,경기도 남양주시 조안면 북한강로 881,경기도 남양주시 조안면 삼봉리 182,37.595598,127.3374459,031-560-1471,남양주유기농박물관,http://www.organicmuseum.or.kr,,09:00,18:00,09:00,18:00,"매주 월요일 및 설날,추석 당일",2000,1500,1000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
무의자박물관,사립,경기도 남양주시 평내로 9,경기도 남양주시 평내동 426-1,37.6446062,127.2308497,02-2279-9755,무의자박물관,,,09:00,18:00,09:00,18:00,휴관중,0,0,0,공사로 인해 휴관,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
남양주역사박물관,공립,경기도 남양주시 와부읍 팔당로 121,경기도 남양주시 와부읍 팔당리 237-3,37.5463678,127.244399,031-576-0558,남양주역사박물관,http://www.nyjmuseum.go.kr,,09:00,18:00,09:00,18:00,매주 월요일 및 설날,1000,800,600,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
프라움악기박물관,사립,경기도 남양주시 와부읍 경강로 756,경기도 남양주시 와부읍 도곡리 504-41,37.5684736,127.2270339,031-521-0441,프라움악기박물관,http://www.praum.or.kr,,10:00,18:00,10:00,18:00,매주 월요일 및 설날,5000,4000,3000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
덕소자연사박물관,사립,경기도 남양주시 와부읍 석실로 46-11,경기도 남양주시 와부읍 도곡리 619-4,37.5799761,127.2300307,031-521-7166,덕소자연사박물관,http://www.duksomuseum.com,,10:00,18:00,10:00,18:00,"매주 월요일 및 설날,추석 당일",7000,6000,6000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
예당국악박물관,사립,경기도 남양주시 강변북로 661번길 21,경기도 남양주시 수석동 321-1,37.5899271,127.1683672,031-558-4825,예당국악박물관,,,10:00,17:00,10:00,17:00,"매주 월요일 및 설날,추석 당일",5000,3000,3000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
왈츠와닥터만 커피박물관,사립,경기도 남양주시 북한강로 856-37,경기도 남양주시 조안면 삼봉리 272-6,37.5919204,127.3385033,031-576-6051,왈츠와닥터만 커피박물관,http://www.wndcof.org,,10:30,18:00,10:30,18:00,"매주 월요일,크리스마스 이브 및 당일(임시휴관)",5000,3000,3000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
실학박물관,공립,경기도 남양주시 조안면 다산로 747번길16,경기도 남양주시 조안면 능내리 27-1,37.5159607,127.3005864,031-579-6001,실학박물관,http://www.silhakmuseum.or.kr,,10:00,18:00,10:00,18:00,"매주 월요일 및 설날,추석 당일",4000,2000,0,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
미호박물관,사립,경기도 남양주시 고산로 126번길 15-2,경기도 남양주시 수석동 3-1,37.592649,127.1805868,031-566-7377,미호박물관,http://mihomuseum.org,,10:00,17:30,10:00,17:30,"매주 월요일 및 설날,추석 당일",7000,6000,6000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
한국탁본자료관,사립,경기도 남양주시 조안면 운길산로 316,경기도 남양주시 조안면 진중리 527,37.5673164,127.2822312,031-576-7908,한국탁본자료관,http://cafe.naver.com/rubmuseum,,10:00,17:00,10:00,17:00,연중무휴,0,0,0,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
모란미술관,사립,경기도 남양주시 화도읍 경춘로 2110번길 8,경기도 남양주시 화도읍 월산리 246-1,37.6504393,127.3239198,031-594-8001,모란미술관,http://www.moranmuseum.org,,09:30,18:00,09:30,18:00,매주 월요일,5000,4000,3000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
서호미술관,사립,경기도 남양주시 화도읍 북한강로 1344,경기도 남양주시 화도읍 금남리 571-8,37.6327316,127.3512979,031-592-1865,서호미술관,http://www.seohoart.com,,10:00,18:00,10:00,18:00,"설날,추석 연휴",2000,2000,2000,,,,031-590-2477,경기도 남양주시청,2018-08-09,3990000,경기도 남양주시,
둘리뮤지엄,공립,서울특별시 도봉구 시루봉로 1길 6,,37.65243153,127.0276397,02-990-2200,도봉구,doolymuseum.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,5000,5000,5000,,,,02-990-2200,도봉구,2018-08-20,6110000,서울특별시,
서대문자연사박물관,공립,서울특별시 서대문구 연희로 32길 51,,37.57675252,126.9378582,02-330-8899,서대문구,http://namu.sdm.go.kr,,00:00,00:00,00:00,00:00,홈페이지참고,6000,3000,2000,,,,02-330-8899,서대문구,2018-08-20,6110000,서울특별시,
서대문형무소역사관,공립,서울특별시 서대문구 통일로251,,37.57244171,126.9595412,02-360-8590,서대문구,www.sscmc.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,3000,1500,1000,,,,02-360-8590,서대문구,2018-08-20,6110000,서울특별시,
서울교육박물관,공립,서울특별시 종로구 북촌로 5길 48,,37.58103147,126.983694,02-2011-5780,서울특별시특별시교육청,http://edumuseum.sen.go.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2011-5780,서울특별시특별시교육청,2018-08-20,6110000,서울특별시,
서울상상나라,공립,서울특별시 광진구 능동로 216,,37.54945787,127.0862609,02-6450-9500,서울특별시특별시,www.seoulchildrensmuseum.org,,00:00,00:00,00:00,00:00,홈페이지참고,4000,4000,4000,,,,02-6450-9500,서울특별시특별시,2018-08-20,6110000,서울특별시,
서울약령시한의약박물관,공립,서울특별시 동대문구 약령중앙로26,,37.58047191,127.0373165,02-969-9241,동대문구청,http://kmedi.ddm.go.kr(서울특별시한방진흥센터),,00:00,00:00,00:00,00:00,홈페이지참고,1000,500,0,,,,02-969-9241,동대문구청,2018-08-20,6110000,서울특별시,
서울역사박물관,공립,서울특별시 종로구 새문안로 55(신문로2가 2-1),,37.57087947,126.9688292,02-724-0274,서울특별시특별시,www.museum.seoul.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-724-0274,서울특별시특별시,2018-08-20,6110000,서울특별시,
성북선잠박물관,공립,서울특별시 성북구 성북로 96(성북동),,37.59322963,126.9982179,02-744-0027,서울특별시특별시 성북구청,http://museum.sb.go.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,1000,500,300,,,,02-744-0027,서울특별시특별시 성북구청,2018-08-20,6110000,서울특별시,
손기정기념관,공립,서울특별시 중구 손기정로 101,,37.55562546,126.9638899,02-364-1936,서울특별시특별시 중구청,www.sonkeechung.com,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-364-1936,서울특별시특별시 중구청,2018-08-20,6110000,서울특별시,
수도박물관,공립,서울특별시 성동구 왕십리로 27,,37.64033477,126.9380085,02-3146-5936,서울특별시특별시,http://arisumuseum.seoul.go.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3146-5936,서울특별시특별시,2018-08-20,6110000,서울특별시,
은평역사한옥박물관,공립,서울특별시 은평구 연서로50길 8,,37.58318496,126.9889549,02-351-8524,서울특별시특별시 은평구,museum.ep.go.kr,,00:00,00:00,00:00,00:00,홈페이지참고,1000,500,500,,,,02-351-8524,서울특별시특별시 은평구,2018-08-20,6110000,서울특별시,
종로구립 고희동 미술자료관,공립,서울특별시 종로구 창덕궁 5길 40,,37.57126473,127.0350421,02-2148-4165,종로구청,없음,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2148-4165,종로구청,2018-08-20,6110000,서울특별시,
청계천박물관,공립,서울특별시 성동구 청계천로 530,,37.5154282,127.1208007,02-2286-3410,서울특별시특별시,www.cgcm.museum.seoul.k　,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2286-3410,서울특별시특별시,2018-08-20,6110000,서울특별시,
한성백제박물관,공립,서울특별시 송파구 위례성대로 71,,37.56787164,126.8510306,02-2152-5800,서울특별시특별시,baekjemuseum.seoul.go.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2152-5800,서울특별시특별시,2018-08-20,6110000,서울특별시,
허준박물관,공립,서울특별시 강서구 허준로 87,,37.58160503,126.9852494,02-3661-8686,강서구청,www.heojunmuseum.go.kr,,00:00,00:00,00:00,00:00,홈페이지참고,1000,500,500,,,,02-3661-8686,강서구청,2018-08-20,6110000,서울특별시,
가회민화박물관,사립,서울특별시 종로구 북촌로 52,,37.48766827,127.0657421,02-741-0466,최진옥,http://www.gahoemuseum.org/new/,,00:00,00:00,00:00,00:00,홈페이지참고,2000,1000,1000,,,,02-741-0466,최진옥,2018-08-20,6110000,서울특별시,
경기여자고등학교 경운박물관,사립,서울특별시 강남구 삼성로 29,,37.5596784,126.9632021,02-3463-1336,경기여자고등학교 동창회(김찬숙 경운회 회장),www.kwmuseum.org,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3463-1336,경기여자고등학교 동창회(김찬숙 경운회 회장),2018-08-20,6110000,서울특별시,
고촌이종근기념관,사립,서울특별시 서대문구 충정로 8,,37.47375026,127.022282,02-365-6940,종근당고촌재단,www.kochonhall.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-365-6940,종근당고촌재단,2018-08-20,6110000,서울특별시,
관문사 성보 박물관,사립,서울특별시 서초구 바우뫼로7길111,,37.55326331,126.9298387,02-3460-5300,천태종관문사,www.gwanmunsa.org　,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3460-5300,천태종관문사,2018-08-20,6110000,서울특별시,
근현대디자인박물관,사립,서울특별시 마포구 와우산로 30길 36,,37.55361879,126.8507495,070-7010-4346,박암종,www.designmuseum.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,5000,4000,4000,,,,070-7010-4346,박암종,2018-08-20,6110000,서울특별시,
기생충박물관,사립,서울특별시 강서구 화곡로 333,,37.60035632,126.9558572,02-2601-3278,(사)한국건강관리협회,http://www.parasite.or.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2601-3278,(사)한국건강관리협회,2018-08-20,6110000,서울특별시,
김달진미술자료박물관,사립,서울특별시 종로구 홍지문1길 4,,37.58369627,127.0037149,02-730-6216,"김달진, 최명자",www.daljinmuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-730-6216,"김달진, 최명자",2018-08-20,6110000,서울특별시,
꼭두박물관,사립,서울특별시 종로구 동숭길 122,,37.5664602,126.9677352,02-766-3315,㈜동숭아트센터,www.kokdumuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-766-3315,㈜동숭아트센터,2018-08-20,6110000,서울특별시,
농협 농업박물관,사립,서울특별시 중구 새문안로 16,,37.61877901,126.9325193,02-2080-5727,농협중앙회,WWW.agrimuseum.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2080-5727,농협중앙회,2018-08-20,6110000,서울특별시,
세계다문화박물관,사립,서울특별시 은평구 불광로 135,,37.52395048,127.0356033,02-323-6848,김윤태,www.multiculturemuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,7000,6000,6000,,,,02-323-6848,김윤태,2018-08-20,6110000,서울특별시,
도산안창호기념관,사립,서울특별시 강남구 도산대로 45길 20 도산공원내,,37.57490095,126.9906387,02-541-1800,사단법인,www.ahnchangho.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-541-1800,사단법인,2018-08-20,6110000,서울특별시,
떡박물관,사립,서울특별시 종로구 돈화문로 71,,37.51375212,127.1044469,02-741-5447,최정환,www.tkmuseum.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,2000,,,,02-741-5447,최정환,2018-08-20,6110000,서울특별시,
롯데월드 아쿠아리움,사립,서울특별시 송파구 올림픽로 300,,37.51070945,127.0999377,02-1661-2000,㈜호텔롯데 롯데월드,www.lotteworld.com/aquarium,,00:00,00:00,00:00,00:00,홈페이지참고,31000,31000,27000,,,,02-1661-2000,㈜호텔롯데 롯데월드,2018-08-20,6110000,서울특별시,
롯데월드 민속박물관,사립,서울특별시 송파구 올림픽로 240,,37.58016368,126.985185,02-411-4760,㈜호텔롯데 롯데월드,www.lotteworld.com/museum/,,00:00,00:00,00:00,00:00,홈페이지참고,5000,3500,2000,,,,02-411-4760,㈜호텔롯데 롯데월드,2018-08-20,6110000,서울특별시,
명인박물관,사립,서울특별시 종로구 북촌로6길 1,,37.57319771,126.9865478,02-766-0272,이무웅,,,00:00,00:00,00:00,00:00,홈페이지참고,3000,1000,1000,,,,02-766-0272,이무웅,2018-08-20,6110000,서울특별시,
목인박물관,사립,서울특별시 종로구 인사동 11길 20(견지동),,37.57355543,126.984866,02-722-5066,목인문화재단,www.mokinmuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,5000,3000,3000,,,,02-722-5066,목인문화재단,2018-08-20,6110000,서울특별시,
뮤지엄김치간,사립,"서울특별시 종로구 인사동길 35-4 인사동마루 본관 4,5,6층",,37.6538158,127.0084889,02-6002-6456,(주)풀무원,www.kimchikan.com,,00:00,00:00,00:00,00:00,홈페이지참고,5000,3000,3000,,,,02-6002-6456,(주)풀무원,2018-08-20,6110000,서울특별시,
박을복자수박물관,사립,서울특별시 강북구 우이동 삼양로 149가길 53,,37.56401227,126.9725854,02-990-7000,오영호,www.embromuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,6000,4000,4000,,,,02-990-7000,오영호,2018-08-20,6110000,서울특별시,
배재학당역사박물관,사립,서울특별시 중구 서소문로11길 19 배재정동빌딩 동관 배재학당역사박물관,,37.54427779,126.9592536,02-319-5578,학교법인 배재학당,https://appenzeller.pcu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-319-5578,학교법인 배재학당,2018-08-20,6110000,서울특별시,
백범김구기념관,사립,서울특별시 용산구 임정로 26,,37.57327196,126.9867814,02-799-3400,(사)백범김구선생기념사업협회,www.kimkoomuseum.org,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-799-3400,(사)백범김구선생기념사업협회,2018-08-20,6110000,서울특별시,
보나장신구 박물관,사립,서울특별시 종로구 인사동 9길 9,,37.5838838,126.9835971,02-732-6621,김명희,www.bonamuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,5000,4000,3000,,,,02-732-6621,김명희,2018-08-20,6110000,서울특별시,
북촌동양문화박물관,사립,서울특별시 종로구 북촌로11길 76,,37.580429,126.9847656,02-723-0190,권영두,www.dymuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,5000,3000,3000,,,,02-723-0190,권영두,2018-08-20,6110000,서울특별시,
북촌박물관,사립,서울특별시 종로구 북촌로 39,,37.584493,126.9829955,02-766-8402,박경숙,http://blog.naver.com/bukchon_art,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,2000,,,,02-766-8402,박경숙,2018-08-20,6110000,서울특별시,
북촌생활사박물관,사립,서울특별시 종로구 북촌로5나길90(삼청동),,37.57389389,126.9818818,02-736-3957,1종,http://cafe.daum.net/namu3579,,00:00,00:00,00:00,00:00,홈페이지참고,3000,3000,3000,,,,02-736-3957,1종,2018-08-20,6110000,서울특별시,
불교중앙박물관,사립,서울특별시 종로구 우정국로 55,,37.56539367,127.1477157,02-2011-1960,대한불교조계종,www.museum.buddhism.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2011-1960,대한불교조계종,2018-08-20,6110000,서울특별시,
브이센터 더 라이브 뮤지엄,사립,서울특별시 강동구 아리수로61길 103,,37.6087015,126.9570781,070-4284-8470,㈜브이센터 태권브이 더라이브 뮤지엄 고덕지점,http://www.tkvcenter.com/,,00:00,00:00,00:00,00:00,홈페이지참고,15000,15000,15000,,,,070-4284-8470,㈜브이센터 태권브이 더라이브 뮤지엄 고덕지점,2018-08-20,6110000,서울특별시,
삼성출판박물관,사립,서울특별시 종로구 비봉길2-2,,37.56222376,126.9878243,02-394-6544,김종규,ssmop.org,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,2000,,,,02-394-6544,김종규,2018-08-20,6110000,서울특별시,
샬트르성바오로수녀회 역사박물관,사립,서울특별시 중구 명동길 74-2(명동2가),,37.56627097,126.9803939,02-3706-3255,김영희,http://www.spcseoul.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3706-3255,김영희,2018-08-20,6110000,서울특별시,
서울그레뱅뮤지엄,사립,서울특별시 중구 을지로 23(을지로1가),,37.57880969,126.9970208,02-777-4700,그레뱅코리아,www.grevin-seoul.com,,00:00,00:00,00:00,00:00,홈페이지참고,18000,15000,15000,,,,02-777-4700,그레뱅코리아,2018-08-20,6110000,서울특별시,
서울대학교병원 의학박물관,사립,서울특별시 종로구 대학로 101,,37.51889593,127.115509,02-2072-2636,서울특별시대학교병원,www.medicalmuseum.org,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2072-2636,서울특별시대학교병원,2018-08-20,6110000,서울특별시,
서울올림픽기념관,사립,서울특별시 송파구 올림픽로 424,,37.5081228,127.0618874,02-410-1354,국민체육진흥공단,88olympic.kspo.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-410-1354,국민체육진흥공단,2018-08-20,6110000,서울특별시,
세계골프역사박물관,사립,서울특별시 강남구 테헤란로 528(대치동),,37.58096684,126.9818002,02-2192-3005,㈜슈페리어,www.superiori.comhttp://blog.naver.com/golfhistory,,00:00,00:00,00:00,00:00,홈페이지참고,5000,5000,3000,,,,02-2192-3005,㈜슈페리어,2018-08-20,6110000,서울특별시,
세계장신구박물관,사립,서울특별시 종로구 북촌로 5나길 2,,37.57981529,127.0046233,02-730-1610,설립자,www.wjmuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,7000,5000,5000,,,,02-730-1610,설립자,2018-08-20,6110000,서울특별시,
쇳대박물관,사립,서울특별시 종로구 이화장길 100,,37.59950589,126.9556793,02-766-6494,최홍규,www.lockmuseum.co.kr,,00:00,00:00,00:00,00:00,홈페이지참고,4000,3000,3000,,,,02-766-6494,최홍규,2018-08-20,6110000,서울특별시,
쉼박물관,사립,서울특별시 종로구 세검정로 209-17,,37.56986879,126.9776582,02-396-9277,남은정,http://shuim.org/,,00:00,00:00,00:00,00:00,홈페이지참고,10000,5000,5000,,,,02-396-9277,남은정,2018-08-20,6110000,서울특별시,
신문박물관 PRESSEUM,사립,서울특별시 종로구 세종대로 152,,37.51966412,126.9399092,02-2020-1830,신문박물관 설립추진위원회?,www.presseum.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,2000,,,,02-2020-1830,신문박물관 설립추진위원회?,2018-08-20,6110000,서울특별시,
아쿠아플라넷63,사립,서울특별시 영등포구 63로 50,,37.55346737,126.9804036,02-780-6382,한화호텔앤드리조트,http://www.aquaplanet.co.kr/63,,00:00,00:00,00:00,00:00,홈페이지참고,25000,23000,21000,,,,02-780-6382,한화호텔앤드리조트,2018-08-20,6110000,서울특별시,
안중근의사기념관,국립,서울특별시 중구 소월로 91,,37.61189018,126.9717567,02-3789-1026,국가보훈처,http://www.ahnjunggeun.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3789-1026,국가보훈처,2018-08-20,6110000,서울특별시,
영인문학관,사립,서울특별시 종로구 평창30길 81,,37.60089578,126.990133,02-379-3182,강인숙,young-in.kr,,00:00,00:00,00:00,00:00,홈페이지참고,5000,5000,5000,,,,02-379-3182,강인숙,2018-08-20,6110000,서울특별시,
우리옛돌박물관,사립,서울특별시 성북구 대사관로 13길 66,,37.559439,126.981751,02-986-1001,재단법인 우리옛돌문화재단,www.koreanstonemuseum.comwww.우리옛돌박물관.com,,00:00,00:00,00:00,00:00,홈페이지참고,7000,5000,3000,,,,02-986-1001,재단법인 우리옛돌문화재단,2018-08-20,6110000,서울특별시,
우리은행 은행사박물관,사립,서울특별시 중구 소공로 51 우리은행 본점 지하 1층,,37.55656511,126.940328,02-2002-5090,우리은행,www.woorimuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2002-5090,우리은행,2018-08-20,6110000,서울특별시,
우석뮤지엄,사립,서울특별시 서대문구 신촌로129 아트레온 5층,,37.59371971,126.9626575,02-364-8900,아트레온,www.artreon.co.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-364-8900,아트레온,2018-08-20,6110000,서울특별시,
