관리번호,공원명
45111-01002,화산공원
45111-01003,황방산공원
45111-04001,중앙공원
45111-04002,산성공원
45111-05001,태평문화공원
45111-07001,효자묘지공원
45111-08001,도악산도립공원
42190-20023,화전제1공원
42190-20023,황지제3공원
42190-19851,상장제2공원
42190-19851,상장제3공원
42190-20023,상장제4공원
42190-20023,소도제2공원
42190-19851,문곡제2공원
42190-19851,계산제1공원
42190-20023,화광제1공원
42190-19851,장성제1공원
42190-19851,절골제1공원
42190-19851,장성제4공원
42190-19851,동점제1공원
42190-19851,철암제1공원
42190-19851,연화제1공원
42190-19851,연화제2공원
42190-20023,연화제3공원
42190-20105,삼수제1공원
42190-19845,연화공원
42190-19845,황지공원
42190-19845,위령공원
42190-19845,태백공원
42190-10353,남동공원
42190-19845,문곡공원
42190-19845,소도공원
42190-19845,화광공원
42190-19845,장성공원
42190-19845,동점공원
42190-19845,방터공원
42190-19845,철암공원
42190-19845,통리공원
42190-20004,소도공원
42190-20105,바람불이소공원1
42190-20105,바람불이소공원2
42190-20105,장성농공단지소공원
42190-20105,시민공원
42190-19851,황지제1공원
42190-19851,황지제2공원
11320-00003,월천근린공원
11320-00005,발바닥공원
11320-00006,방학사계광장
11320-00002,초안산 근린공원
11320-00001,둘리(쌍문)근린공원
11320-00007,원당샘공원
46880-00002,장성공원
46880-00003,동산동원
46880-00013,영천9호공원
46880-00015,가작1호공원
46880-00047,시목2호공원
46880-00069,구대해공원
11200-00001,응봉
11200-00002,달맞이
11200-00003,무학봉
11200-00004,금호
11200-00005,용답휴식
11200-00006,성수
11200-00007,성원
11200-00008,동마장
11200-00009,응봉새말
11200-00010,사근
11200-00011,마장
11200-00012,성삼
11200-00013,은행나무터
11200-00014,아남
11200-00015,열림
11200-00016,응봉개나리
11200-00017,서마장
11200-00018,송정
11200-00019,미소
11200-00020,응삼
11200-00021,상원
11200-00022,보람
11200-00023,무지개
11200-00032,도장골
11200-00024,도선
11200-00025,살구골
11200-00026,금동
11200-00029,논골새싹
11200-00030,꽃재
11200-00031,전관원
11200-00033,동부
11200-00034,청송
11200-00035,향림
11200-00036,장미
11200-00037,금옥
11200-00038,금남
11200-00039,옥정
11200-00040,매봉
11200-00041,왕십리 KCC스위첸
11200-00042,뉴타운2구역
11200-00043,뉴타운1구역
11200-00028,청계꿈나무
11200-00027,푸른
11200-00044,견우
11200-00045,직녀
11200-00046,트리마제
11200-00047,하왕1-5구역
11200-00048,행당4구역
11305-00030,오 현
11305-00031,색 동
11305-00032,흰구름
11305-00033,희 망
11305-00034,은모루
11305-00035,소 귀
11305-00036,상산
11305-00037,흰구름
11305-00038,보등골
11305-00039,수유일공원
11305-00040,새 싹
11305-00041,푸 른
11305-00042,무너미
11305-00043,빨래골
11305-00044,장미원
11305-00045,솔밭근린공원
11305-00001,벽오산
11305-00002,미아도심소
11305-00003,오 패
11305-00004,한 빛
11305-00005,운 산
11305-00006,솔 샘
11305-00007,으 뜸
11305-00008,세 일
11305-00009,북한산 도시자연공원
11305-00011,응달마을
11305-00012,하 늘
11305-00013,송 월
11305-00014,소망
11305-00015,미래
11305-00016,늘푸른
11305-00017,폭포
11305-00018,꼭지
11305-00019,테두리
11305-00020,고갯마루
11305-00021,미 아
11305-00022,강북6구역
11305-00023,번 남
11305-00024,논 골
11305-00025,샛 강
11305-00026,오동근린공원
11305-00010,청 암
11305-00027,오얏골
11305-00028,벌 리
11305-00029,벌 말
47130-00001,노서 어린이공원
47130-00002,불국소공원
47130-00003,황성공원
47130-00004,금성어린이공원
47130-00005,동문어린이공원
47130-00006,보우 어린이공원
47130-00007,성건어린이공원
47130-00008,대안어린이공원
47130-00009,양정어린이공원
47130-00010,한빛어린이공원
47130-00011,칠평어린이공원
47130-00012,용황어린이공원
47130-00013,토용 어린이공원
47130-00014,용강고분공원
47130-00015,소금강어린이공원
47130-00016,대신어린이공원
47130-00017,탈해어린이공원
47130-00018,월성어린이공원
47130-00019,금강어린이공원
47130-00020,동원어린이공원
47130-00021,경동어린이공원
47130-00022,안현어린이공원
47130-00023,금장어린이공원
47130-00024,황성어린이공원
47130-00025,원당어린이공원
47130-00026,중앙어린이공원
47130-00027,충효어린이공원
47130-00028,현대어린이공원
47130-00029,송화어린이공원
47130-00030,나아공원
47130-00031,용강어린이공원
47130-00032,승삼어린이공원
47130-00033,용강공원
47130-00034,시래어린이공원
47130-00035,구매어린이공원
47130-00036,영불어린이공원
47130-00037,새싹어린이공원
47130-00038,나무어린이공원
47130-00039,열매어린이공원
47130-00040,꽃밭어린이공원
47130-00041,단석어린이공원
47130-00042,두림어린이공원
47130-00043,동심어린이공원
47130-00044,불국공원
47130-00045,흥무공원
47130-00046,분황사지구공원
47130-00047,현진어린이공원
47130-00048,신라왕경숲공원
47130-00049,외칠공원
47130-00050,화랑공원
47130-00051,황성2공원
47130-00052,황성1공원
11740-00047,원터공원
11740-00048,송림공원
11740-00049,까치공원
11740-00053,방죽공원
11740-00055,상일공원
11740-00056,방아다리공원
11740-00062,천일공원
11740-00063,당말공원
11740-00071,암사공원
11740-00002,일자산공원
11740-00003,명일공원
11740-00005,혜림공원
11740-00006,성안공원
11740-00007,선린공원
11740-00008,보람공원
11740-00009,안말공원
11740-00011,달님공원
11740-00012,무궁화공원
11740-00014,성심공원
11740-00015,샘물공원
11740-00016,염주골공원
11740-00018,새장터공원
11740-00019,광나루공원
11740-00020,볕우물공원
11740-00022,선사공원
11740-00023,천사공원
11740-00024,고분다리공원
11740-00026,광진공원
11740-00027,천일골목공원
11740-00031,성내공원
11740-00034,꿈나래공원
11740-00036,한우물공원
11740-00038,말우물공원
11740-00041,게내공원
11740-00045,은하수공원
11740-00046,진달래공원
26110-00001,중앙공원
26230-00001,어린이대공원
26260-00001,금강공원
26110-00001,용두산공원
11380-00001,새장골어린이공원
11380-00002,대조어린이공원
11380-00003,길마어린이공원
11380-00004,좌월어린이공원
11380-00005,박석어린이공원
11380-00006,새록어린이공원
11380-00007,신록어린이공원
11380-00008,응암어린이공원
11380-00009,포수동어린이공원
11380-00010,참다래어린이공원
11380-00011,역마을어린이공원
11380-00012,역말어린이공원
11380-00013,인조유기비어린이공원
11380-00014,궁말어린이공원
11380-00015,새락골어린이공원
11380-00016,신흥어린이공원
11380-00017,시루뫼어린이공원
11380-00018,까치어린이공원
11380-00019,연서어린이공원
11380-00020,서갈현어린이공원
11380-00021,응암4동어린이공원
11380-00022,역촌근린공원
11380-00023,구산근린공원
11380-00024,갈곡리어린이공원
11380-00025,분토골어린이공원
11380-00099,녹번1-3지구 어린이공원
11380-00026,백련근린공원<시공원>
11380-00027,신사동공공공지
11380-00028,호연어린이공원
11380-00029,녹번서근린공원
11380-00030,녹번동근린공원
11380-00031,신사근린공원<시공원>
11380-00032,봉산도시자연공원<시공원>
11380-00033,진관근린공원<시공원>
11380-00034,서오릉도시자연공원<시공원>
11380-00035,불광근린공원<시공원>
11380-00036,향림근린공원<시공원>
11380-00037,북한산도시자연공원<시공원>
11380-00038,수색마을마당
11380-00039,불광동마을마당
11380-00040,갈현동마을마당
11380-00041,역촌동마을마당
11380-00042,불광어린이공원
11380-00043,연신내물빛공원
11380-00044,역촌2동마을마당
11380-00045,연신어린이공원
11380-00046,연천초교앞마을마당
11380-00047,대조동청사옆마을마당
11380-00048,불광3동마을숲마을마당
11380-00049,응암1동마을마당
11380-00050,다래어린이공원
11380-00051,구산동마을공원
11380-00052,응암9구역어린이공원
11380-00053,구현초교앞마을마당
11380-00054,구산초교앞마을마당
11380-00055,응암3동마을마당
11380-00056,응암2동마을마당
11380-00057,연신초교앞마을마당
11380-00058,구산동청사앞소공원
11380-00059,구산동마을공원(확대)
11380-00060,응암2오손길마을마당
11380-00061,팜스퀘어옆소공원
11380-00062,은평뉴타운도시개발사업지구제3호근린공원
11380-00063,못자리골근린공원
11380-00064,덕수천근린공원
11380-00065,마고정근린공원
11380-00066,물푸레근린공원<시공원>
11380-00067,우물골근린공원
11380-00068,은평뉴타운도시개발사업지구제9호근린공원
11380-00069,마실길근린공원
11380-00070,기자촌근린공원<시공원>
11380-00071,시내어린이공원
11380-00072,가람어린이공원
11380-00073,관동어린이공원
11380-00074,개나리어린이공원
11380-00075,아까시아어린이공원
11380-00076,역촌동
11380-00077,거북이
11380-00078,요  산
11380-00079,응암9구역
11380-00080,불광3구역
11380-00081,불광6구역
11380-00082,불광7구역
11380-00083,은평뉴타운도시개발사업지구내1호소공원
11380-00084,응암3주택재개발구역내소공원
11380-00085,금암 문화공원(은평뉴타운제1호문화공원)
11380-00086,은평뉴타운제2호문화공원
11380-00087,은평평화공원
11380-00088,도원극장옆마을마당
11380-00089,자투리토지녹번마을마당
11380-00090,녹번동마을마당
11380-00091,불광위령탑마을마당
11380-00092,구산마을마당
11380-00093,대조마을마당
11380-00094,살구나무가있는마을마당
11380-00095,응암마을마당
11380-00096,신사마을마당
11380-00097,신사2동마을마당
11380-00098,자투리토지신사마을마당
47940-00002,저동근린공원
47940-00006,현포어린이공원
47940-00012,통구미수변공원
27710-00045,과학기술원공원
27710-00050,테크노폴리스중앙공원
27710-00002,천내2공원
42800-00001,상리공원
42800-00002,정림공원1
42800-00003,정림공원2
42800-00004,하리수변공원
42800-00005,묘지공원
42800-00006,상리공원3
31170-00322,꽃받등공원
31170-00323,숲거랑공원
31170-00324,둠뫼공원
31170-00163,번덕공원
31170-00165,양지공원
31170-00166,대천공원
31170-00167,월봉골공원
31170-00148,절골공원
31170-00144,갓안공원
31170-00145,댄밖공원
31170-00146,부엉이공원
31170-00147,대송공원
31170-00164,대청공원
31170-00135,산성공원
31170-00136,돌안공원
31170-00137,바드래공원
31170-00138,범골공원
31170-00139,주택재건축공원
31170-00140,한빛공원
31170-00141,무지개공원
31170-00142,산시공원
31170-00143,산성이공원
31170-00129,옥류공원
31170-00133,가족공원
31170-00134,친구공원
31170-00130,쟁골공원
31170-00325,쇠평공원
31170-00343,감나무골공원
31170-00001,동진마을쉼터
31170-00002,한채쉼터
31170-00002,남목체육소공원
31170-00001,상진공원
31170-00001,남목1동 쌈지공원
31170-00002,남목3동 쌈지공원
31170-00003,일산천 문화공원
31170-00003,슬도공원
31170-00069,하늘마루공원
31170-00040,목장공원
31170-00008,늘푸른공원1
31170-00009,늘푸른공원2
31170-00010,늘푸른공원3
31170-00011,늘푸른공원4
31170-00027,주택재건축공원
31170-00012,산생공원
31170-00041,소공원
31170-00065,큰골공원
31170-00016,주전공원
31170-00031,주전2공원
31170-00005,방어진도시자연공원구역
31170-00012,대왕암공원
31170-00019,화정공원
31170-00020,꽃나루공원
31170-00021,망개산공원
31170-00078,비석골공원
31170-00097,동뫼산공원
31170-00010,주전공원
31170-00005,방어진공원
31170-00149,까치공원
31170-00156,꽃바우공원
31170-00157,가재돌공원
31170-00158,화암추공원
31170-00159,미암공원
31170-00160,끝작공원
31170-00161,촛등공원
31170-00162,목거랑공원
31170-00150,문재공원
31170-00151,복지불공원
31170-00152,남진공원
31170-00153,후릉공원
31170-00154,쿵구공원
31170-00155,삼섬공원
31170-00321,댕바위공원
45710-00051,정농통일공원
45710-00053,지사울공원
45710-00031,윤슬공원
41820-00001,목동 근린공원
41820-00002,참전비 공원
41820-00003,호명호수공원
41820-00004,가평 체육공원
41820-00005,다목적 체육공원
41820-00006,설악 체육공원
41820-00007,하면 어린이공원
41820-00008,제4호 문화공원
41820-00009,가평 근린공원
42170-00001,발한공원
42170-00002,부곡공원
42170-00003,평릉공원
42170-00004,천곡공원
42170-00005,용정공원
42170-00006,지흥공원
42170-00007,동회공원
42170-00008,쇄운공원
42170-00009,성황공원
42170-00010,구미공원
42170-00011,대진공원
42170-00012,추암공원
42170-00013,냉천공원
42170-00014,망상공원
42170-00015,심곡공원
42170-00016,망상뜰지구공원
42170-00017,대구공원
42170-00018,북평제2공원
42170-00019,북평산단제1공원
42170-00020,북평산단제2공원
42170-00021,하평공원
42170-00022,송정산단수변공원
42170-00023,효가3호공원
42170-00024,효가4호공원
42170-00025,송정4호공원
42170-00026,송정5호공원
42170-00027,송정6호공원
42170-00028,나안1호공원
42170-00029,단봉4호공원
42170-00030,단봉5호공원
42170-00031,지가1호공원
42170-00032,귀운1호공원
42170-00033,이도1호공원
42170-00034,이도2호공원
42170-00035,이도3호공원
42170-00036,북평1호공원
42170-00037,단봉1호공원
42170-00038,구미1호공원
42170-00039,이로1호공원
42170-00040,망상1호공원
42170-00041,어달1호공원
42170-00042,어달2호공원
42170-00043,어달3호공원
42170-00044,어달4호공원
42170-00045,묵호1호공원
42170-00046,발한1호공원
42170-00047,발한2호공원
42170-00048,부곡1호공원
42170-00049,평릉1호공원
42170-00050,송정2호공원
42170-00051,이로2호공원
42170-00052,천곡3호공원
42170-00053,이로3호공원
42170-00054,천곡5호공원
42170-00055,천곡6호공원
42170-00056,단봉3호공원
42170-00057,천곡8호공원
42170-00058,천곡9호공원
42170-00059,천곡10호공원
42170-00060,천곡11호공원
42170-00061,천곡12호공원
42170-00062,천곡13호공원
42170-00063,천곡14호공원
42170-00064,용정1호공원
42170-00065,이로1호공원
42170-00066,추암1호공원
42170-00067,쇄운2호공원
42170-00068,동회1호공원
42170-00069,효가1호공원
42170-00070,효가2호공원
42170-00071,동회2호공원
42170-00072,쇄운3호공원
42170-00073,쇄운4호공원
42170-00074,쇄운5호공원
42170-00075,송정3호공원
42170-00076,단봉6호공원
42170-00077,하평1호공원
42170-00078,하평2호공원
42170-00079,사문공원
42170-00080,송정7호공원
42170-00081,구미2호공원
42170-00082,이로2호공원
42170-00083,송정산단소공원
42170-00084,묵호2호소공원
48250-00071,봉우공원
48250-00073,봉황공원
48250-00074,봉황대공원
48250-00075,부원공원
48250-00076,부원근린공원
48250-00093,서어지공원
48250-00096,소바우공원
48250-00100,송림공원
48250-00101,송이공원
48250-00107,수인공원
48250-00108,수홍공원
48250-00112,신어1공원
48250-00114,신어공원
48250-00116,아름공원
48250-00117,아이공원
48250-00118,아이뜰공원
48250-00120,애기나리공원
48250-00121,애기등공원
48250-00122,어리연공원
48250-00124,연지공원
48250-00113,신어2공원
48250-00125,왕릉공원
48250-00126,외동1단지
48250-00127,우리마당공원
48250-00128,우암공원
48250-00129,유민공원
48250-00130,유신공원
48250-00134,은하공원
48250-00137,자성공원
48250-00139,장방A
48250-00140,장방B
48250-00141,정자공원
48250-00144,제말공원
48250-00135,인제공원
48250-00147,주공공원
48250-00148,주천공원
48250-00150,지내공원
48250-00151,지성공원
48250-00153,차밭공원
48250-00154,참나리공원
48250-00156,창의뜰공원
48250-00159,초롱별공원
48250-00160,파랑공원
48250-00161,팔각공원
48250-00162,평전공원
48250-00165,하늬공원
48250-00168,한걸음공원
48250-00169,한림공원
48250-00170,한마음공원
48250-00171,한일공원
48250-00172,한주공원
48250-00173,함박공원
48250-00174,해금공원
48250-00175,해님공원
48250-00176,해반공원
48250-00177,해오름공원
48250-00179,홍익공원
48250-00181,화정공원
48250-00183,활천공원
48250-00184,흥부공원
48250-00185,희망공원
48250-00180,화인공원
48250-00006,경운공원
48250-00008,고천공원
48250-00013,구산제3공원
48250-00015,구산제5공원
48250-00017,구주공공원
48250-00020,꼬꼬마공원
48250-00025,나비공원
48250-00026,남경공원
48250-00030,내동공원
48250-00035,다솔공원
48250-00036,다전공원
48250-00039,달래공원
48250-00041,대동공원
48250-00042,대청공원
48250-00043,댕기공원
48250-00062,미리내공원
26440-00023,명지공원
26440-00024,철새탐방공원
26440-00033,보람공원
26440-00039,지사공원(2호근린공원)
26440-00045,화암공원
26440-00046,화전공원
42110-00001,우두산공원
42110-00002,폭포공원
42110-00003,석사공원
42110-00004,벌말공원
42110-00005,충혼공원
42110-00006,애막공원
42110-00007,무릉공원
42110-00008,의암공원
42110-00009,스무숲공원
42110-00010,지석공원
42110-00011,공지조각공원
42110-00012,봉의산공원
42110-00013,큰골공원
42110-00014,너울숲공원
42110-00015,거두리공원
42110-00016,현암리공원
42110-00017,창촌리공원
42110-00018,공원
42110-00019,공원
42110-00020,공원
42110-00021,의암공원
42110-00022,국사봉공원
42110-00023,문화공원
42110-00024,문화공원
42110-00025,공원
42110-00026,공원
42110-00027,공원
42110-00028,공원
42110-00029,공원
42110-00030,공원
42110-00031,공원
42110-00032,공원
42110-00033,공원
42110-00034,공원
42110-00035,공원
42110-00036,공원
42110-00037,공원
42110-00038,공원
42110-00039,공원
42110-00040,공원
42110-00041,공원
42110-00042,공원
42110-00043,공원
42110-00044,공원
42110-00045,공원
42110-00046,공원
42110-00047,공원
42110-00048,공원
42110-00049,공원
42110-00050,공원
42110-00051,공원
42110-00052,공원
42110-00053,공원
42110-00054,공원
42110-00055,한마음공원
42110-00056,근화동공원
42110-00057,오동나무공원
42110-00058,과학꿈나무공원
42110-00059,앞두루공원
42110-00060,뒤뜰공원
42110-00061,푸른언덕공원
42110-00062,근화동공원
42110-00063,다람쥐공원
42110-00064,대양공원
42110-00065,말탕개미공원
42110-00066,후평새싹공원
42110-00067,지성공원
42110-00068,행복공원
42110-00069,곰도리공원
42110-00070,푸르미공원
42110-00071,세실공원
42110-00072,호반공원
42110-00073,남춘천공원
42110-00074,우묵들1공원
42110-00075,우묵들2공원
42110-00076,우묵들3공원
42110-00077,열린공원
42110-00078,남부새싹공원
42110-00079,언덕공원
42110-00080,은행나무공원
42110-00081,드림공원
42110-00082,상록공원
42110-00083,동부공원
42110-00084,진선2공원
42110-00085,진선1공원
42110-00086,석사새싹공원
42110-00087,양지공원
42110-00088,우석새싹공원
42110-00089,미리네공원
42110-00090,어울림공원
42110-00091,나누미공원
42110-00092,해오름공원
42110-00093,우두제2공원
42110-00094,우두제4공원
42110-00095,새청공원
42110-00096,만천공원
42110-00097,만천제1공원
42110-00098,만천제2공원
42110-00099,무릉1공원
42110-00100,무릉2공원
42110-00101,봄내공원
42110-00102,태극공원
42110-00103,새로움공원
42110-00104,신남공원
42110-00105,양지공원
42110-00106,강남새싹공원
42110-00107,느티나무공원
42110-00108,솔밭공원
42110-00109,철길따라공원
42110-00110,스므숲송화공원
42110-00111,스므숲솔바람공원
42110-00112,스므숲공원
42110-00113,스므숲솔빛공원
42110-00114,대룡공원
42110-00115,스므숲햇살공원
42110-00116,중앙공원
42110-00117,한들공원
42110-00118,너나공원
42110-00119,동내대룡공원
42110-00120,공원
42110-00121,못밖공원
42110-00122,가마바위공원
42110-00123,푸른숲 공원
42110-00124,후평어린이공원
42110-00125,온누리 공원
42110-00126,공원
42110-00127,공원
42110-00128,공원
42110-00129,공원
42110-00130,공원
42110-00131,공원
42110-00132,공원
42110-00133,공원
42110-00134,공원
42110-00135,공원
42110-00136,공원
42110-00137,공원
42110-00138,역사공원
42110-00139,의암체육공원
42110-00140,동내체육공원
42110-00141,손흥민체육공원
42830-00007,인구어린이공원
27200-00002,대명2공원
27200-00003,봉덕공원
27200-00004,목련공원
27200-00005,앵두마을공원
27200-00006,무궁화공원
27200-00007,대명공원
27200-00008,명동공원
27200-00009,성명공원
27200-00010,명덕공원
27200-00011,중앙공원
27200-00014,관문공원
27200-00015,백합공원
27200-00016,영선공원
47170-00001,태화제1공원
47170-00002,송현제1공원
47170-00019,단호샌드파크
47170-00025,안기제1공원
47170-00039,매곡공원
47170-00050,태화봉공원
47170-00052,북후공원
47170-00061,운흥소공원
47170-00069,퇴계문화공원
47170-00070,용상5공원
47170-00084,운안어린이공원
47170-00092,명륜공원
47170-00099,영남공원
47170-00119,옥동제7공원
47170-00123,안기제2공원
47170-00126,백조공원
47170-00138,태화제2공원
47170-00166,검암문화공원
47170-00186,소공원1(수하지구)
47170-00204,안교어린이공원
47170-00213,소공원2(수하지구)
47170-00246,옥동제3공원
47170-00252,옥야소공원
47170-00262,정상택지1공원
47170-00273,평화소공원
47170-00275,개목나루문화공원
45790-00002,월곡공원
45790-00003,월곡1공원
45790-00013,월곡공원
45790-00014,월곡공원
43800-00001,도전 제1
43800-00002,도전 제2
43800-00003,도전 제3
43800-00005,상진 제2
43800-00006,상진 제3
43800-00011,평동 제4
43800-00016,상진공원
44770-34022,용산공원
44770-34024,호암공원
44770-25026,배수지공원
26140-00001,송도공원
26140-00002,중앙공원(대신공원)
26140-00003,암남공원
26140-00008,아미어린이공원
26140-00009,어린이공원
26140-00012,톤즈공원
27110-00001,달성공원
27110-00002,경상감영공원
27110-00003,남산공원
27110-00004,국채보상운동기념공원
27110-00005,2.28기념 중앙공원
27110-00006,건들바위역사공원
27110-00007,수창공원
27110-00008,제2수창공원
27110-00009,제3수창공원
44760-00023,송림공원
44760-00025,2호소공원
44760-00004,2호어린이공원
44760-00008,13호어린이공원
44760-00010,8호어린이공원
44760-00011,9호어린이공원
44760-00012,은산3호어린이공원
44760-00015,북촌리 어린이공원
44760-00018,백제탑공원
44760-00021,서동공원
44760-00022,와요지공원
41450-00015,풍산지구 어린이3호
41450-00016,풍산지구 어린이4호
41450-00017,풍산지구 어린이5호
41450-00018,풍산지구 어린이6호
41450-00019,풍산지구 어린이7호
41450-00020,풍산지구 어린이8호
41450-00021,신장근린공원
41450-00022,창우근린공원
41450-00013,풍산지구 어린이1호
41450-00005,새나라공원
41450-00014,하남해터지구
41450-00023,미사근린공원
41450-00024,풍산지구근린1호
41450-00025,풍산지구근린2호
41450-00026,풍산지구근린3호
41450-00027,풍산지구근린4호
41450-00028,덕풍근린공원
41450-00006,은방울공원
41450-00007,꿈나라공원
41450-00008,꿈돌이공원
41450-00010,새 싹 공 원
41450-00011,한마음공원
41450-00012,자이공원
41450-00001,꿈나무공원
41450-00002,새고향공원
41450-00003,꿈동산공원
41450-00004,새희망공원
41450-00009,한 솔 공 원
41450-00014,풍산지구 어린이2호
41650-00031,신읍공원
41650-00032,선단공원
41650-00037,화봉공원
41650-00026,초과공원
41650-00027,운천공원
41650-00018,방축공원
41650-00004,이동공원
41650-00006,일동 제2공원
41650-00002,운천 제2공원
41650-00012,소흘체육공원
44180-00031,대천동제5소공원
44180-00030,대천동제4소공원
44180-00029,대천동제3소공원
44180-00028,대천동제2소공원
44180-00027,대천동제1소공원
44180-00026,신설동소공원4
44180-00025,신설동소공원3
44180-00024,신설동소공원2
44180-00023,신설동소공원1
44180-00022,역전광장
44180-00021,옥마공원
44180-00020,동대2공원
44180-00019,동대공원
44180-00018,궁촌공원
44180-00017,샘터공원
44180-00016,신설공원
44180-00015,샛별공원
44180-00014,구시중앙공원
44180-00013,봉산공원
44180-00012,관촌공원
44180-00011,성지공원
44180-00010,죽정공원
44180-00009,코아루공원
44180-00008,알라딘공원
44180-00007,햇살공원
44180-00006,여울공원
44180-00005,희망공원
44180-00004,원평공원
44180-00003,한성필공원
44180-00002,오랏공원
44180-00001,신설중앙공원
44180-00035,웅천방축공원
44180-00034,헌수공원
44180-00033,보령신흑지구내소공원
44180-00032,보령신흑지구내소공원
44790-00001,제1어린이공원
44790-00002,제2어린이공원
44790-00003,제3어린이공원
44790-00004,제4어린이공원
44790-00005,향교공원
44790-00006,교월공원
44790-00007,지천생태공원
44790-00008,벽천1공원
44790-00009,벽천2공원
44790-00010,읍내1공원
44790-00011,읍내2공원
48170-00001,진주성공원
48170-00003,수정어린이공원
48170-00004,남강선사유적공원
48170-00005,하대중앙공원
48170-00007,칠암어린이공원
48170-00008,가마못공원
48170-00010,가호1어린이공원
48170-00013,평거1어린이공원
48170-00019,상평서동어린이공원
48170-00041,남가람공원
48170-00052,초전공원
48170-00102,대평체육공원
48170-00109,강남1소공원
48170-00111,강남3소공원
48170-00112,강남4소공원
48170-00113,강남5소공원
48170-00114,강남6소공원
48170-00115,강남7소공원
48170-00117,가산1소공원
48170-00120,평거17어린이공원
48170-00121,물빛여울공원
42820-00040,화포3거리 공원
42820-00044,간성 소공원
42820-00049,천진 소공원
42820-00051,애기미 쉼터
42820-00052,거성초등학교 명상숲
42820-00001,거진 해맞이봉 산림욕장
42820-00003,화진포 소나무숲 산림욕장
42820-00005,초도리 통일공원
42820-00017,고성중고입구 쌈지공원
42820-00021,연당마을 녹색쌈지공원
42820-00026,상리공공센터 앞 쌈지공원
42820-00030,대진고등학교 명상숲
42820-00031,야촌리 녹색쉼터
42820-00037,상리 경노당 쌈지공원
42820-00038,통일전망대 공원
44825-00009,어린이3호공원
44825-00010,어린이4호공원
44825-00012,어린이5호공원
44825-00014,어린이6호공원
44825-00017,어린이9호공원
44825-00025,어린이13호공원
28200-00095,고잔공원
28200-00096,논현공원
28200-00097,구월공원
28200-00098,장다리공원
28200-00099,붉은고개공원
28200-00100,뗏마루공원
28200-00101,모래내공원
28200-00102,만수천공원
28200-00103,큰구월공원
28200-00104,만월공원
28200-00105,큰성말공원
28200-00106,작은성말공원
28200-00107,만수공원
28200-00108,쇄판공원
28200-00109,작은구월공원
28200-00110,하촌공원
28200-00111,동일공원
28200-00112,애향공원
28200-00113,석정공원
28200-00114,인수공원
28200-00115,양지공원
28200-00116,이화공원
28200-00117,아단공원
28200-00118,둥지공원
28200-00119,만수공원
28200-00120,월례공원
28200-00121,남동공단공원
28200-00122,승기공원
28200-00123,염골공원
28200-00124,유수지공원
28200-00125,복지공원
28200-00126,남촌공원
28200-00127,지상공원
28200-00128,반월공원
28200-00129,구월예술공원
28200-00130,구월문화공원
28200-00131,새골공원
28200-00132,담방공원
28200-00133,골마루공원
28200-00134,시영공원
28200-00135,창대공원
28200-00136,장승백이공원
28200-00137,대덕공원
28200-00138,남동공원
28200-00139,장자공원
28200-00140,큰우물공원
28200-00141,구룡공원
28200-00142,선래공원
28200-00143,걸재공원
28200-00144,장아공원
28200-00145,앞골공원
28200-00146,신흥공원
28200-00147,아담공원
28200-00148,새진매공원
28200-00149,갯골공원
28200-00150,사리울공원
28200-00151,도림1공원
28200-00152,주적공원
28200-00153,장수천공원
28200-00154,장수사거리공원
28200-00155,오봉공원
28200-00156,서창공원
28200-00001,담방문화공원
28200-00002,공원촌공원
28200-00003,푸른솔공원
28200-00004,논현공원(논현2택지)
28200-00005,은봉공원
28200-00006,산마루공원
28200-00007,아랫말공원
28200-00008,동녘공원
28200-00009,방죽공원
28200-00010,너른들공원
28200-00011,소래공원
28200-00012,갯마을공원
28200-00013,오봉공원
28200-00014,가온공원
28200-00015,호암공원
28200-00016,논현포대공원
28200-00017,논현중앙공원
28200-00018,호구포공원
28200-00019,도림이공원
28200-00020,오재공원
28200-00021,도림산공원
28200-00022,남동문화공원
28200-00023,아지랭이공원
28200-00024,풍년길공원
28200-00025,순박길공원
28200-00026,동부초교1호
28200-00027,동부초교2호
28200-00028,모래마을1호
28200-00029,모래마을2호
28200-00030,모래마을3호
28200-00031,용광공원
28200-00032,독점공원
28200-00033,화교공원
28200-00034,박촌공원
28200-00035,동부초교3호
28200-00036,돌골공원
28200-00037,소촌공원
28200-00038,하촌은행나무공원
28200-00039,신촌공원
28200-00040,만부1호공원
28200-00041,만부2호공원
28200-00042,비선거리공원
28200-00043,향촌소공원
28200-00044,하늘공원
28200-00045,경신지구공원
28200-00046,도림1지구공원
28200-00047,꿈꾸는공원
28200-00048,푸른공원
28200-00049,섬꽃공원
28200-00050,별빛공원
28200-00051,물방울공원
28200-00052,돌섬공원
28200-00053,모험공원
28200-00054,바람공원
28200-00055,늘솔길공원
28200-00056,한아름공원
28200-00057,하늬공원
28200-00058,해오름공원
28200-00059,양지말공원
28200-00060,양계공원
28200-00061,한울공원
28200-00062,고잔
28200-00063,나루공원
28200-00064,간석2주택재개발1호공원
28200-00065,간석2주택재개발2호공원
28200-00066,간석성락아파트정비구역소공원
28200-00067,풀무꼴소공원
28200-00068,운연공원
28200-00069,흰여울공원
28200-00070,숲속공원
28200-00071,누리공원
28200-00072,오름공원
28200-00073,하얀공원
28200-00074,메아리공원
28200-00075,장아산공원
28200-00076,어울공원
28200-00077,물빛공원
28200-00078,갯골1호수변공원
28200-00079,물바람수변공원
